繁體(OpenCC)	原書詞頭	简体	吴拼
墨汁	墨汁	墨汁	moq ciq
幅	幅	幅	foq7
複習	復習	复习	foq zyuq
複寫紙	複寫紙	复写纸	foq shia tsy
福氣	福氣	福气	foq chi
福分	福分	福分	foq ven
福橘	福橘	福橘	foq ciuq
覆蓋睏	覆蓋睏	覆盖困	foq ke khuen
伏勒睏	伏勒睏	伏勒困	boq laq khuen
伏裏	伏裏	伏里	voq li
服	服	服	voq8
服帖	服帖	服帖	voq thiaq
服服帖帖	服服帖帖	服服帖帖	voq voq thiaq thiaq
𡰪底	𡰪底	𡰪底	toq ti
𡰪壁	𡰪壁	𡰪壁	toq piq
𡰪塞弄堂	𡰪塞弄堂	𡰪塞弄堂	toq saq lon daon
𡰪壁日腳	𡰪壁日腳	𡰪壁日脚	toq piq gniq ciaq
沰	沰	沰	toq7
啄	啄	啄	toq7
啄	啄	啄	taq7
𧰵	𧰵	𧰵	toq7
𧰵鼓	𧰵鼓	𧰵鼓	toq ku
𧰵更	𧰵更	𧰵更	toq kan
𧰵糖	𧰵糖	𧰵糖	toq daon
𧰵洞	𧰵洞	𧰵洞	toq don
督○	督○	督○	toq7
篤知	篤知	笃知	toq tsyu
篤坦	篤坦	笃坦	toq thae
篤悠悠	篤悠悠	笃悠悠	toq ieu ieu
篤長	篤長	笃长	toq jian
篤定	篤定	笃定	toq din
篤篤定定	篤篤定定	笃笃定定	toq toq din din
篤定泰山	篤定泰山	笃定泰山	toq din tha sae
篤鋒頭	篤鋒頭	笃锋头	toq fon deu
篤篤	篤篤	笃笃	toq toq
篤落	篤落	笃落	toq loq
篤落𡀂	篤落𡀂	笃落𡀂	toq loq lei
篤○舌頭	篤○舌頭	笃○舌头	toq zhiq deu
𧝴	𧝴	𧝴	toq7
拓	拓	拓	thoq7
獨槽○嘴	獨槽○嘴	独槽○嘴	doq zau tsyu
獨眼龍	獨眼龍	独眼龙	doq ngae lon
獨手落	獨手落	独手落	doq shieu loq
獨○頭	獨○頭	独○头	doq deu
獨○頭獨○腦	獨○頭獨○腦	独○头独○脑	doq deu doq nau
獨養囡	獨養囡	独养囡	doq ian noe
獨養兒子	獨養兒子	独养儿子	doq ian ng tsy
獨門心思	獨門心思	独门心思	doq men shin sy
讀書	讀書	读书	doq syu
讀書人	讀書人	读书人	doq syu gnin
睩	睩	睩	lhoq7
摝	摝	摝	lhoq7
摝鼓	摝鼓	摝鼓	lhoq ku
摝摝動	摝摝動	摝摝动	lhoq lhoq don
六	六	六	loq8
六號	六號	六号	loq ghau
六斤四兩	六斤四兩	六斤四两	loq cin sy lian
六隻指末頭	六隻指末頭	六只指末头	loq tsaq tsy maq deu
六穀	六穀	六谷	loq koq
六一	六一	六一	loq iq
六十一	六十一	六十一	loq zyuq iq
六二	六二	六二	loq gni
六兩	六兩	六两	loq lian
六三	六三	六三	loq sae
六四	六四	六四	loq sy
六五	六五	六五	loq ng
六六	六六	六六	loq loq
六七	六七	六七	loq chiq
六八	六八	六八	loq paq
六九	六九	六九	loq cieu
六十	六十	六十	loq zyuq
烙鐵	烙鐵	烙铁	loq thiq
落	落	落	loq8
落士	落士	落士	loq zy
落仕	落仕	落仕	loq zy
落市	落市	落市	loq zy
落水管	落水管	落水管	loq syu kun
落地	落地	落地	loq di
落地雷	落地雷	落地雷	loq di lei
落地頭	落地頭	落地头	loq di deu
落去	落去	落去	loq chi
落露水	落露水	落露水	loq lu syu
落雨	落雨	落雨	loq yu
落雨天價	落雨天價	落雨天价	loq yu thi ko
落家房子	落家房子	落家房子	loq ko vaon tsy
落潮	落潮	落潮	loq jiau
落檻	落檻	落槛	loq khae
落手	落手	落手	loq shieu
落位	落位	落位	loq wei
落課	落課	落课	loq khou
落場勢	落場勢	落场势	loq jian syu
落弶老鼠	落弶老鼠	落弶老鼠	loq jian lau tsy
落象	落象	落象	loq zhian
落湯雞	落湯鷄	落汤鸡	loq thaon ci
落霜	落霜	落霜	loq saon
落棺材	落棺材	落棺材	loq kun ze
落篷	落篷	落篷	loq bon
落軋	落軋	落轧	loq gaq
落腳	落腳	落脚	loq ciaq
落腳茄	落腳茄	落脚茄	loq ciaq jie
落薄	落薄	落薄	loq boq
落拓	落拓	落拓	loq thoq
落雪	落雪	落雪	loq soq
落殼○	落殼○	落壳○	loq khoq
落直	落直	落直	loq jiq
落落直直	落落直直	落落直直	loq loq jiq jiq
落月	落月	落月	loq yuq
絡	絡	络	loq8
絡亂	絡亂	络乱	loq loe
碌	碌	碌	loq8
綠	綠	绿	loq8
綠莧菜	綠莧菜	绿苋菜	loq hae tshe
綠油油	綠油油	绿油油	loq yeu yeu
綠頭鴨	綠頭鴨	绿头鸭	loq deu ae
綠頭鴨	綠頭鴨	绿头鸭	loq deu aq
綠豆	綠豆	绿豆	loq deu
綠豆芽	綠豆芽	绿豆芽	loq deu ngo
綠鬱鬱	綠鬱鬱	绿郁郁	loq iuq iuq
漉	漉	漉	loq8
漉篩油	漉筛油	漉筛油	loq sy yeu
六四油	六四油	六四油	loq sy yeu
樂惠	樂惠	乐惠	loq wei
樂樂惠惠	樂樂惠惠	乐乐惠惠	loq loq wei wei
樂得	樂得	乐得	loq taq
駱駝	駱駝	骆驼	loq dou
駱駝蒲○薺	駱駝蒲○薺	骆驼蒲○荠	loq dou bu ji
竹	竹	竹	tsoq7
竹字頭	竹字頭	竹字头	tsoq zy deu
竹椅子	竹椅子	竹椅子	tsoq iu tsy
竹椅子	竹椅子	竹椅子	tsoq i tsy
竹椅子	竹椅子	竹椅子	tsoq u tsy
竹筱	竹筱	竹筱	tsoq shiau
竹頭	竹頭	竹头	tsoq deu
竹牀	竹牀	竹床	tsoq zaon
竹眠牀	竹眠牀	竹眠床	tsoq mi zaon
竹管筒瓜	竹管筒瓜	竹管筒瓜	tsoq kun don ko
竹針	竹針	竹针	tsoq cin
竹筍	竹笋	竹笋	tsoq syun
竹筆套管	竹筆套管	竹笔套管	tsoq piq thau kun
竹篾	竹篾	竹篾	tsoq miq
竹瀝	竹瀝	竹沥	tsoq liq
竹葉	竹葉	竹叶	tsoq yiq
足	足	足	tsoq7
足過又足	足過又足	足过又足	tsoq kou yeu tsoq
足輸贏	足输贏	足输赢	tsoq syu yin
足球	足球	足球	tsoq jieu
足心	足心	足心	tsoq shin
作	作	作	tsoq7
作講	作講	作讲	tsoq kaon
作吵	作吵	作吵	tsoq tshau
作價	作價	作价	tsoq ko
作嬌	作嬌	作娇	tsoq ciau
作頭	作頭	作头	tsoq deu
大包作頭	大包作頭	大包作头	dou pau tsoq deu
作梗	作梗	作梗	tsoq kan
作漿	作漿	作浆	tsoq cian
作文簿	作文簿	作文簿	tsoq ven bu
作忖	作忖	作忖	tsoq tshen
作興	作興	作兴	tsoq shin
作準	作準	作准	tsoq tsyun
作啥	作啥	作啥	tsoq soq
作啥	作啥	作啥	tsoq sou
作啥幹	作啥幹	作啥干	tsoq soq ki
作啥幹	作啥幹	作啥干	tsoq sou ki
作啥體	作啥體	作啥体	tsoq soq thi
作啥體	作啥體	作啥体	tsoq sou thi
作孽	作孽	作孽	tsoq gniq
斫	斫	斫	tsoq7
斫樹	斫樹	斫树	tsoq zyu
斫柴刀	斫柴刀	斫柴刀	tsoq za tau
捉	捉	捉	tsoq7
捉漏	捉漏	捉漏	tsoq leu
𡎺漏	𡎺漏	𡎺漏	tsoq leu
桌沿	桌沿	桌沿	tsoq yi
桌凳	桌凳	桌凳	tsoq ten
桌凳裏	桌凳裏	桌凳里	tsoq ten li
桌凳高頭	桌凳高頭	桌凳高头	tsoq ten kau deu
桌凳上頭	桌凳上頭	桌凳上头	tsoq ten zaon deu
啄木鳥	啄木鳥	啄木鸟	tsoq moq gniau
粥	粥	粥	tsoq7
粥飲湯	粥飲湯	粥饮汤	tsoq in thaon
瘃	瘃	瘃	tsoq7
撮藥	撮藥	撮药	tsoq yaq
䭁	䭁	䭁	tsoq7
築○	築○	筑○	tsoq7
促	促	促	tshoq7
促	促	促	tshaq7
促○移○	促○移○	促○移○	tshoq yi
戳戳動	戳戳動	戳戳动	tshoq tshoq don
戳人勒色	戳人勒色	戳人勒色	tshoq gnin laq saq
戳壁腳	戳壁腳	戳壁脚	tshoq piq ciaq
觸霉頭	觸霉頭	触霉头	tshoq mei deu
妯娌	妯娌	妯娌	dzoq li
逐魂	逐魂	逐魂	dzoq wen
逐節	逐節	逐节	dzoq ciq
逐日	逐日	逐日	dzoq gniq
族裏人	族裏人	族里人	dzoq li gnin
族長	族長	族长	dzoq cian
㪬	㪬	㪬	dzoq8
濁瘟頭	濁瘟頭	浊瘟头	dzoq uen deu
濁瘟	濁瘟	浊瘟	dzoq uen
濁○落羹	濁○落羹	浊○落羹	dzoq loq kan
…式	…式	…式	soq7
戌	戌	戌	soq7
束子	束子	束子	soq tsy
叔婆	叔婆	叔婆	soq bou
叔伯姆	叔伯姆	叔伯姆	soq pan m
叔公	叔公	叔公	soq kon
叔伯兄弟	叔伯兄弟	叔伯兄弟	soq paq shion di
刷平	刷平	刷平	syuq bin
刷刷平	刷刷平	刷刷平	syuq syuq bin
速朗	速朗	速朗	soq laon
索格	索格	索格	soq kaq
欶	欶	欶	soq7
欶鼻頭	欶鼻頭	欶鼻头	soq baq deu
啥	啥	啥	soq7
啥	啥	啥	sou1
啥	啥	啥	so1
啥幹	啥幹	啥干	soq ki
啥幹	啥幹	啥干	sou ki
啥幹	啥幹	啥干	so ki
啥體	啥體	啥体	soq thi
啥體	啥體	啥体	sou thi
啥體	啥體	啥体	so thi
啥人	啥人	啥人	soq gnin
啥人	啥人	啥人	sou gnin
啥人	啥人	啥人	so gnin
啥人家	啥人家	啥人家	soq gnin ko
啥人家	啥人家	啥人家	sou gnin ko
啥人家	啥人家	啥人家	so gnin ko
啥些	啥些	啥些	soq shiq
啥西	啥西	啥西	so shi
雪	雪	雪	soq7
雪子	雪子	雪子	soq tsy
雪麪	雪麵	雪面	soq mi
雪裏蕻	雪裏蕻	雪里蕻	soq li hon
雪裏紅	雪裏紅	雪里红	soq li ghon
雪花粉	雪花粉	雪花粉	soq huo fen
雪淡	雪淡	雪淡	soq dae
雪刮淡	雪刮淡	雪刮淡	soq kuaq dae
雪刮斯淡	雪刮斯淡	雪刮斯淡	soq kuaq sy dae
雪竇山風景區	雪竇山風景區	雪窦山风景区	soq deu sae fon cin chiu
雪白	雪白	雪白	soq baq
雪雪白	雪雪白	雪雪白	soq syuq baq
雪裏斯白	雪裏斯白	雪里斯白	soq li sy baq
雪白粉嫩	雪白粉嫩	雪白粉嫩	soq baq fen nen
粟	粟	粟	soq7
說話	説話	说话	soq wo
縮攏	縮攏	缩拢	soq lon
𢱢	𢱢	𢱢	soq7
勺	勺	勺	zoq8
芍藥	芍藥	芍药	zoq yaq
昨末	昨末	昨末	zoq maq
昨末	昨末	昨末	zaon maq
昨密○	昨密○	昨密○	zoq miq
昨密○	昨密○	昨密○	zaon miq
昨密○子	昨密○子	昨密○子	zoq miq tsy
昨密○子	昨密○子	昨密○子	zaon miq tsy
昨末子	昨末子	昨末子	zoq maq tsy
昨末子	昨末子	昨末子	zaon maq tsy
昨日	昨日	昨日	zoq gniq
昨日	昨日	昨日	zaon gniq
昨日子	昨日子	昨日子	zoq gniq tsy
昨日子	昨日子	昨日子	zaon gniq tsy
熟	熟	熟	zoq8
熟地	熟地	熟地	zoq di
熟泥其	熟泥其	熟泥其	zoq gni ji
熟鐵	熟鐵	熟铁	zoq thiq
鑿子	鑿子	凿子	zoq tsy
各到各采	各到各采	各到各采	koq tau koq tshe
各到各處	各到各處	各到各处	koq tau koq tshyu
各號	各號	各号	koq ghau
各樣	各樣	各样	koq yan
角麂	角麂	角麂	koq ci
角麂嘸郎	角麂嘸郎	角麂呒郎	koq ci mh laon
角票	角票	角票	koq phiau
角頭	角頭	角头	koq deu
角頭角面	角頭角面	角头角面	koq deu koq mi
角角落落	角角落落	角角落落	koq koq loq loq
角尺	角尺	角尺	koq tshaq
角落頭	角落頭	角落头	koq loq deu
閣樓	閣樓	阁楼	koq leu
閣柵	閣栅	阁栅	koq saq
𰟫	𰟫	𰟄	koq7
穀	穀	谷	koq7
穀櫥	穀櫥	谷橱	koq dzyu
穀雨	穀雨	谷雨	koq yu
穀眼子	穀眼子	谷眼子	koq ngae tsy
穀眼烏珠	穀眼烏珠	谷眼乌珠	koq ngae u tsyu
穀籮	穀籮	谷箩	koq lou
穀籮頭	穀籮頭	谷箩头	koq lou deu
穀蜢	穀蜢	谷蜢	koq man
穀倉	穀倉	谷仓	koq tshaon
擱田	擱田	搁田	koq di
擱几	擱几	搁几	koq ci
擱排凳	擱排凳	搁排凳	koq ba ten
擱沙	擱沙	搁沙	koq so
擱廊	擱廊	搁廊	koq laon
擱板	擱板	搁板	koq pae
擱登	擱登	搁登	koq ten
擱碟	擱碟	搁碟	koq diaq
覺着	覺着	觉着	koq zyuq
哭	哭	哭	khoq7
哭作面貌	哭作面貌	哭作面貌	khoq tsoq mi mau
哭作環臉	哭作環臉	哭作环脸	khoq tsoq wae li
哭作無賴	哭作無賴	哭作无赖	khoq tsoq wu la
哭作包	哭作包	哭作包	khoq tsoq pau
殼子	殼子	壳子	khoq tsy
殼貨	殼貨	壳货	khoq hou
殼㝗	殼㝗	壳㝗	khoq laon
殼落	殼落	壳落	khoq loq
𤿩	𤿩	𤿩	khoq7
個	個	个	goq8
擱	擱	搁	goq8
☐☐郎	☐☐郎	☐☐郎	goq goq laon
鶴	鶴	鹤	ngoq8
嗀	嗀	嗀	hoq7
霍亂吐瀉	霍亂吐瀉	霍乱吐泻	hoq loe thu shia
霍新婦	霍新婦	霍新妇	hoq shin vu
蜮蟲	蜮蟲	蜮虫	ghoq dzon
學費	學費	学费	ghoq fi
學生	學生	学生	ghoq san
學生子	學生子	学生子	ghoq san tsy
學生意	學生意	学生意	ghoq san i
學堂	學堂	学堂	ghoq daon
鑊	鑊	镬	ghoq8
鑊子	鑊子	镬子	ghoq tsy
鑊爿	鑊爿	镬爿	ghoq bae
鑊底	鑊底	镬底	ghoq ti
鑊肚臍	镬肚臍	镬肚脐	ghoq du ji
鑊瓢	镬瓢	镬瓢	ghoq biau
鑊焦	鑊焦	镬焦	ghoq ciau
鑊滯	镬滯	镬滞	ghoq dzyu
鑊蓋	鑊蓋	镬盖	ghoq ke
鑊鏟	鑊鏟	镬铲	ghoq tshae
鑊扛○	镬扛○	镬扛○	ghoq gaon
鑊墨灰	鑊墨灰	镬墨灰	ghoq moq huei
鑊墨灰	鑊墨灰	镬墨灰	ghon moq huei
鑊煤	鑊煤	镬煤	ghoq mei
屋	屋	屋	oq7
屋柱	屋柱	屋柱	oq dzyu
屋裏	屋裏	屋里	oq li
屋落	屋落	屋落	oq loq
屋裏無賴	屋裏無賴	屋里无赖	oq li wu la
屋裏人	屋裏人	屋里人	oq li gnin
屋基地	屋基地	屋基地	oq ci di
屋契	屋契	屋契	oq chi
屋檐	屋檐	屋檐	oq yi
屋爿	屋爿	屋爿	oq bae
屋山尖頭	屋山尖頭	屋山尖头	oq sae ci deu
屋頭登	屋頭登	屋头登	oq deu ten
屋後頭	屋後頭	屋后头	oq gheu deu
屋頂	屋頂	屋顶	oq tin
屋脊	屋脊	屋脊	oq ciq
屋業地主	屋業地主	屋业地主	oq gniq di tsyu
惡	惡	恶	oq7
惡嘴眼相	惡嘴眼相	恶嘴眼相	oq tsyu ngae shian
惡氣	惡氣	恶气	oq chi
惡氣倒出	惡氣倒出	恶气倒出	oq chi tau tshyuq
惡嬲和	惡嬲和	恶嬲和	oq na wu
惡蚊蟲	惡蚊蟲	恶蚊虫	oq men dzon
噁心	惡心	恶心	oq shin
噁心䑆䑆	惡心䑆䑆	恶心䑆䑆	oq shin yan yan
惡弄慫	惡弄慫	恶弄怂	oq lon son
惡訟師	惡訟師	恶讼师	oq dzon sy
惡刻	惡刻	恶刻	oq khaq
喫水	喫水	吃水	chioq syu
喫屁股	喫屁股	吃屁股	chioq phi ku
喫死飯	喫死飯	吃死饭	chioq shi vae
喫醋	喫醋	吃醋	chioq tshu
喫素	喫素	吃素	chioq su
喫軟弶	喫軟弶	吃软弶	chioq gniu jian
喫絞絲	喫絞絲	吃绞丝	chioq gau sy
喫夜點心	喫夜點心	吃夜点心	chioq ya ti shin
喫夜點心	喫夜點心	吃夜点心	chioq ya te shin
喫夜飯	喫夜飯	吃夜饭	chioq ya vae
喫腦子卜	喫腦子卜	吃脑子卜	chioq nau tsy poq
喫牢	喫牢	吃牢	chioq lau
喫老酒	喫老酒	吃老酒	chioq lau cieu
喫巴掌	喫巴掌	吃巴掌	chioq po tsaon
喫家生	喫家生	吃家生	chioq ko san
喫花菜	喫花菜	吃花菜	chioq huo tshe
喫菜	喫菜	吃菜	chioq tshe
喫齋	吃齋	吃斋	chioq tsa
喫開口飯個	喫開口飯個	吃开口饭个	chioq khe kheu vae goq
喫…飯	喫…飯	吃…饭	chioq vae
喫飯店飯	喫飯店飯	吃饭店饭	chioq vae ti vae
喫飯家生	吃飯家生	吃饭家生	chioq vae ko san
喫飯間	喫飯間	吃饭间	chioq vae kae
喫飯桌凳	喫飯桌凳	吃饭桌凳	chioq vae tsoq ten
喫僝頭	喫僝頭	吃僝头	chioq zae deu
喫噴頭	喫噴頭	吃喷头	chioq phen deu
喫排頭	喫排頭	吃排头	chioq ba deu
喫蛋糕	吃蛋糕	吃蛋糕	chioq dae kau
喫閒食	喫閑食	吃闲食	chioq ghae zhiq
喫酒	喫酒	吃酒	chioq cieu
喫喜酒	吃喜酒	吃喜酒	chioq shi cieu
喫賠賬	喫賠賬	吃赔账	chioq bei cian
喫豆腐	喫豆腐	吃豆腐	chioq deu vu
喫口	喫口	吃口	chioq kheu
喫後樸	喫後樸	吃后朴	chioq gheu phoq
喫生活	喫生活	吃生活	chioq san wo
喫相	喫相	吃相	chioq shian
喫長菜	喫長菜	吃长菜	chioq jian tshe
喫場	喫場	吃场	chioq jian
喫食	喫食	吃食	chioq zhiq
喫香	喫香	吃香	chioq shian
喫香菸	喫香煙	吃香烟	chioq shian i
喫官司	喫官司	吃官司	chioq kun sy
喫進	喫進	吃进	chioq cin
喫白食	喫白食	吃白食	chioq baq zhiq
喫沒	喫没	吃没	chioq maq
喫髮郎	喫髮郎	吃发郎	chioq faq laon
喫髮頭郎	喫髮頭郎	吃发头郎	chioq faq deu laon
喫勿落	喫勿落	吃勿落	chioq vaq loq
喫勒落	喫勒落	吃勒落	chioq laq loq
喫夾餅	喫夾餅	吃夹饼	chioq kaq pin
喫客	喫客	吃客	chioq khaq
喫落	喫落	吃落	chioq loq
喫落腳	喫落腳	吃落脚	chioq loq ciaq
喫茶	喫茶	吃茶	chioq dzo
喫喫我	喫喫我	吃吃我	chioq chioq ngo
喫喫儂	喫喫儂	吃吃侬	chioq chioq nou
喫喫渠	喫喫渠	吃吃渠	chioq chioq ji
喫喫阿拉	喫喫阿拉	吃吃阿拉	chioq chioq aq laq
喫喫倷	喫喫倷	吃吃倷	chioq chioq naq
喫喫渠拉	喫喫渠拉	吃吃渠拉	chioq chioq jiq laq
喫癟	吃癟	吃瘪	chioq piq
喫天亮飯	喫天亮飯	吃天亮饭	chioq thiq gnian vae
喫熱	喫熱	吃热	chioq gniq
玉蘭花	玉蘭花	玉兰花	gnioq lae huo
玉石	玉石	玉石	gnioq zaq
肉	肉	肉	gnioq8
肉絲	肉絲	肉丝	gnioq sy
肉絲糊臘	肉絲糊臘	肉丝糊腊	gnioq sy wu laq
肉片	肉片	肉片	gnioq phi
肉皮	肉皮	肉皮	gnioq bi
肉店	肉店	肉店	gnioq ti
肉裏眼	肉裏眼	肉里眼	gnioq li ngae
肉圓	肉圓	肉圆	gnioq yu
肉麻	肉麻	肉麻	gnioq mo
肉彩	肉彩	肉彩	gnioq tshe
肉油	肉油	肉油	gnioq yeu
肉膛	肉膛	肉膛	gnioq daon
肉餅子燉蛋	肉餅子燉蛋	肉饼子炖蛋	gnioq pin tsy ten dae
肉餅子	肉餅子	肉饼子	gnioq pin tsy
肉醬	肉醬	肉酱	gnioq cian
肉丁	肉丁	肉丁	gnioq tin
肉釘	肉釘	肉钉	gnioq tin
肉凍	肉凍	肉冻	gnioq ton
肉痛	肉痛	肉痛	gnioq thon
肉鬆	肉鬆	肉松	gnioq son
肉勿𤿏	肉勿𤿏	肉勿𤿏	gnioq vaq nei
肉割割	肉割割	肉割割	gnioq kaq kaq
肉及○及○	肉及○及○	肉及○及○	gnioq jiq jiq
肉骨及○及○	肉骨及○及○	肉骨及○及○	gnioq kuaq jiq jiq
肉骨實實	肉骨實實	肉骨实实	gnioq kuaq zyuq zyuq
𢫭	𢫭	𢫭	gnioq8
必○	必○	必○	piq7
必○	必○	必○	biq8
必○過	必○過	必○过	piq kou
畢發畢準	畢發畢準	毕发毕准	piq faq piq tsyun
畢業	畢業	毕业	piq gniq
𤎨	𤎨	𤎨	piq7
筆	筆	笔	piq7
筆尖	筆尖	笔尖	piq ci
筆筆尖	筆筆尖	笔笔尖	piq piq ci
筆篤尖	筆篤尖	笔笃尖	piq toq ci
筆篤斯尖	筆篤斯尖	笔笃斯尖	piq toq sy ci
筆筆斯尖	筆筆斯尖	笔笔斯尖	piq piq sy ci
筆記簿	筆記簿	笔记簿	piq ci bu
筆套管	筆套管	笔套管	piq thau kun
筆架	筆架	笔架	piq ko
筆頭	筆頭	笔头	piq deu
筆挺	筆挺	笔挺	piq thin
筆筒	筆筒	笔筒	piq don
筆劃	筆劃	笔划	piq waq
筆墨莊	筆墨莊	笔墨庄	piq moq tsaon
筆篤	筆篤	笔笃	piq toq
筆篤斯直	筆篤斯直	笔笃斯直	piq toq sy jiq
筆篤翹	筆篤翹	笔笃翘	piq toq chiau
筆直	筆直	笔直	piq jiq
碧綠	碧綠	碧绿	piq loq
碧碧綠	碧碧綠	碧碧绿	piq piq loq
碧綠青翠	碧綠青翠	碧绿青翠	piq loq chin tshei
潷	潷	滗	piq7
壁虎	壁虎	壁虎	piq fu
壁老虎	壁老虎	壁老虎	piq lau fu
壁蟹	壁蟹	壁蟹	piq ha
壁角	壁角	壁角	piq koq
壁角落頭	壁角落頭	壁角落头	piq koq loq deu
癟嘴	癟嘴	瘪嘴	piq tsyu
癟嘴癟得	癟嘴癟得	瘪嘴瘪得	piq tsyu piq taq
癟三	癟三	瘪三	piq sae
癟骸骸	癟骸骸	瘪骸骸	piq hae hae
癟螺痧	癟螺痧	瘪螺痧	piq lou so
癟塌塌	癟塌塌	瘪塌塌	piq thaq thaq
癟落	癟落	瘪落	piq loq
鱉	鱉	鳖	piq7
匹	匹	匹	phiq7
䏘	䏘	䏘	phiq7
撇	撇	撇	phiq7
霹靂	霹靂	霹雳	phiq liq
別	别	别	biq8
別采	别采	别采	biq tshe
別烏○采○	别烏○采○	别乌○采○	biq u tshe
別烏○蕩○	别烏○蕩○	别乌○荡○	biq u daon
別烏○態○	别烏○態○	别乌○态○	biq u the
別烏○頭○	别烏○頭○	别乌○头○	biq u deu
別𡍲	别𡍲	别𡍲	biq taq
別轉	别轉	别转	biq tsoe
別樣	别樣	别样	biq yan
別樣告	别樣告	别样告	biq yan kau
別針	别針	别针	biq cin
別人家	别人家	别人家	biq gnin ko
別別跳	别别跳	别别跳	biq biq thiau
別十	别十	别十	biq zyuq
笓	笓	笓	biq8
鼻翼	鼻翼	鼻翼	biq yiq
𧼱	𧼱	𧼱	biq8
𧼱勿着	𧼱勿着	𧼱勿着	biq vaq zyuq
𧼱出	𧼱出	𧼱出	biq tshyuq
𤐧	𤐧	𤐧	biq8
蹩	蹩	蹩	biq8
蹩腳	蹩腳	蹩脚	biq ciaq
蹩腳貨	蹩腳貨	蹩脚货	biq ciaq hou
嘸沒	嘸没	呒没	mhiq7
嘸沒咋	嘸没咋	呒没咋	mhiq dza
嘸沒大	嘸没大	呒没大	mhiq da
嘸沒啥好	嘸没啥好	呒没啥好	mhiq so hau
嘸沒啥好	嘸没啥好	呒没啥好	mhiq sou hau
嘸沒心事	嘸没心事	呒没心事	mhiq shin zy
嘸沒用場	嘸没用場	呒没用场	mhiq yon jian
嘸沒只幾日	嘸没只幾日	呒没只几日	mhiq ciq ci gniq
密	密	密	miq8
密密緊	密密緊	密密紧	miq miq cin
密擦緊	密擦緊	密擦紧	miq tshaq cin
搣	搣	搣	miq8
搣特郎	搣特郎	搣特郎	miq daq laon
蜜甜	蜜甜	蜜甜	miq di
蜜蜜甜	蜜蜜甜	蜜蜜甜	miq miq di
蜜糖	蜜糖	蜜糖	miq daon
蜜蜂	蜜蜂	蜜蜂	miq fon
蜜筒瓜	蜜筒瓜	蜜筒瓜	miq don ko
篾牑	篾牑	篾牑	miq bi
篾青	篾青	篾青	miq chin
篾白	篾白	篾白	miq baq
篾竹	篾竹	篾竹	miq tsoq
篾蓆	篾席	篾席	miq zhiq
扚	扚	扚	tiq7
的	的	的	tiq7
的仔	的仔	的仔	tiq tsy
的𡀂	的𡀂	的𡀂	tiq lei
的剝落	的剝落	的剥落	tiq poq loq
的薄	的薄	的薄	tiq boq
的薄裏	的薄裏	的薄里	tiq boq li
的的薄	的的薄	的的薄	tiq tiq boq
菲菲薄	菲菲薄	菲菲薄	fi fi boq
的篤班	的篤班	的笃班	tiq toq pae
的落花	的落花	的落花	tiq loq huo
的角方	的角方	的角方	tiq koq faon
的的刮刮	的的刮刮	的的刮刮	tiq tiq kuaq kuaq
跌倒勢講	跌倒勢講	跌倒势讲	tiq tau syu kaon
跌落	跌落	跌落	tiq loq
滴	滴	滴	tiq7
滴子	滴子	滴子	tiq tsy
滴水下	滴水下	滴水下	tiq syu gho
天亮	天亮	天亮	thiq gnian
天亮頭	天亮頭	天亮头	thiq gnian deu
天亮飯	天亮飯	天亮饭	thiq gnian vae
踢燕○子	踢燕○子	踢燕○子	thiq i tsy
踢土旁	踢土旁	踢土旁	thiq thu baon
踢腳線	踢腳綫	踢脚线	thiq ciaq shi
鐵	鐵	铁	thiq7
鐵絲揢蘿	鐵絲揢蘿	铁丝揢萝	thiq sy khaq lou
鐵樹	鐵樹	铁树	thiq zyu
鐵路	鐵路	铁路	thiq lu
鐵耙	鐵耙	铁耙	thiq bo
鐵車	鐵車	铁车	thiq tsho
鐵鍬	鐵鍬	铁锹	thiq chiau
鐵抄	鐵抄	铁抄	thiq tshau
鐵蛋	鐵蛋	铁蛋	thiq dae
鐵鏽紅	鐵銹紅	铁锈红	thiq shieu ghon
鐵軌	鐵軌	铁轨	thiq kuei
鐵灰	鐵灰	铁灰	thiq huei
鐵匠	鐵匠	铁匠	thiq zhian
鐵防	鐵防	铁防	thiq baon
鐵行	鐵行	铁行	thiq ghaon
鐵凳	鐵凳	铁凳	thiq ten
鐵撲落	鐵撲落	铁扑落	thiq phoq loq
糴米	糴米	籴米	diq mi
力道	力道	力道	liq dau
立	立	立	liq8
立時三刻	立時三刻	立时三刻	liq zy sae khaq
立字據	立字據	立字据	liq zy ciu
立早章	立早章	立早章	liq tsau tsaon
立夏	立夏	立夏	liq gho
立秋	立秋	立秋	liq chieu
立春	立春	立春	liq tshyun
立冬	立冬	立冬	liq ton
立壁角	立壁角	立壁角	liq piq koq
列	列	列	liq8
律師	律師	律师	liq sy
栗子	栗子	栗子	liq tsy
栗子番薯	栗子番薯	栗子番薯	liq tsy fae zyu
栗子肉	栗子肉	栗子肉	liq tsy gnioq
栗殼色	栗殼色	栗壳色	liq khoq saq
粒	粒	粒	liq8
粒粒瘃瘃	粒粒瘃瘃	粒粒瘃瘃	liq liq tsoq tsoq
𢯰	𢯰	𢯰	liq8
癧串	癧串	疬串	liq tshoe
癧子頸	癧子頸	疬子颈	liq tsy cin
䉭	䉭	䉭	liq8
䉭子	䉭子	䉭子	liq tsy
今密○	今密○	今密○	ciq miq
